4Nr	t23	t12	tGF	tSTR	ModelType	Stat	P2P3_dxy.Outlier.Mean	P2P3_dxy.Outlier.SD	P2P3_dxy.Background.Mean	P2P3_dxy.Background.SD	P2P3_dxy.Significant	Outlier.Alternate.PC
0.01	2	1.2	1	NA	gene flow P2-P3	fhom	0.0328117	0.0079458	0.0479464	0.0043733	TRUE	78.2
0.01	2	1.2	1	NA	gene flow P2-P3	Simulation	0.0293975	0.0029673	0.0483258	0.0034977	TRUE	NA
0.01	2	1.2	0.2	NA	gene flow P3-P2	D	0.0173113	0.0107332	0.0479366	0.0050362	TRUE	89.1
0.01	2	1.2	0.2	NA	gene flow P3-P2	fd	0.0138084	0.0022496	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.2	NA	gene flow P3-P2	fG	0.0138084	0.0022496	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.2	NA	gene flow P3-P2	fhom	0.0138084	0.0022496	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.2	NA	gene flow P3-P2	Simulation	0.0138084	0.0022496	0.0483258	0.0034977	TRUE	NA
0.01	2	1.2	0.4	NA	gene flow P3-P2	D	0.0212285	0.0100945	0.0479492	0.004814	TRUE	87.4
0.01	2	1.2	0.4	NA	gene flow P3-P2	fd	0.0178391	0.0025219	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.4	NA	gene flow P3-P2	fG	0.0178391	0.0025219	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.4	NA	gene flow P3-P2	fhom	0.0178391	0.0025219	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.4	NA	gene flow P3-P2	Simulation	0.0178391	0.0025219	0.0483258	0.0034977	TRUE	NA
0.01	2	1.2	0.6	NA	gene flow P3-P2	D	0.0249162	0.0094801	0.0479579	0.0046251	TRUE	85.7
0.01	2	1.2	0.6	NA	gene flow P3-P2	fd	0.0216055	0.002731	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.6	NA	gene flow P3-P2	fG	0.0216055	0.002731	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.6	NA	gene flow P3-P2	fhom	0.0216055	0.002731	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.6	NA	gene flow P3-P2	Simulation	0.0216055	0.002731	0.0483258	0.0034977	TRUE	NA
0.01	2	1.2	0.8	NA	gene flow P3-P2	D	0.0288691	0.0090215	0.0479332	0.004537	TRUE	82.4
0.01	2	1.2	0.8	NA	gene flow P3-P2	fd	0.0253358	0.002805	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.8	NA	gene flow P3-P2	fG	0.0253358	0.002805	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.8	NA	gene flow P3-P2	fhom	0.0253358	0.002805	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	0.8	NA	gene flow P3-P2	Simulation	0.0253358	0.002805	0.0483258	0.0034977	TRUE	NA
0.01	2	1.2	1	NA	gene flow P3-P2	D	0.032943	0.0083405	0.0479239	0.0043754	TRUE	77.4
0.01	2	1.2	1	NA	gene flow P3-P2	fd	0.0293259	0.0029624	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	1	NA	gene flow P3-P2	fG	0.0293259	0.0029624	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	1	NA	gene flow P3-P2	fhom	0.0293259	0.0029624	0.0483258	0.0034977	TRUE	100
0.01	2	1.2	1	NA	gene flow P3-P2	Simulation	0.0293259	0.0029624	0.0483258	0.0034977	TRUE	NA
0.01	2	1.2	NA	NA	Null model	D	0.0478205	0.0035723	0.048375	0.0034841	TRUE	NA
0.01	2	1.2	NA	NA	Null model	fd	0.0474782	0.0036868	0.048413	0.0034627	TRUE	NA
0.01	2	1.2	NA	NA	Null model	fG	0.0473242	0.0036638	0.0484301	0.0034604	TRUE	NA
0.01	2	1.2	NA	NA	Null model	fhom	0.0473682	0.0036633	0.0484252	0.0034619	TRUE	NA
0.01	2	1.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	2	1.4	0.2	NA	gene flow P2-P3	D	0.016911	0.0105858	0.0479459	0.0048789	TRUE	89.6
0.01	2	1.4	0.2	NA	gene flow P2-P3	fd	0.0136835	0.0022356	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.2	NA	gene flow P2-P3	fG	0.0136835	0.0022356	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.2	NA	gene flow P2-P3	fhom	0.0136835	0.0022356	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.2	NA	gene flow P2-P3	Simulation	0.0136835	0.0022356	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.4	NA	gene flow P2-P3	D	0.0217017	0.0109307	0.0478589	0.0049904	TRUE	85.3
0.01	2	1.4	0.4	NA	gene flow P2-P3	fd	0.0176919	0.0025658	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.4	NA	gene flow P2-P3	fG	0.0176919	0.0025658	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.4	NA	gene flow P2-P3	fhom	0.0176919	0.0025658	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.4	NA	gene flow P2-P3	Simulation	0.0176919	0.0025658	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.6	NA	gene flow P2-P3	D	0.0265889	0.0112257	0.0477301	0.0051562	TRUE	78.3
0.01	2	1.4	0.6	NA	gene flow P2-P3	fd	0.02142	0.002764	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.6	NA	gene flow P2-P3	fG	0.02142	0.002764	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.6	NA	gene flow P2-P3	fhom	0.02142	0.002764	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.6	NA	gene flow P2-P3	Simulation	0.02142	0.002764	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.8	NA	gene flow P2-P3	D	0.0320635	0.0110832	0.0475705	0.0052496	TRUE	67.5
0.01	2	1.4	0.8	NA	gene flow P2-P3	fd	0.0255574	0.0032558	0.0482934	0.0035171	TRUE	99.4
0.01	2	1.4	0.8	NA	gene flow P2-P3	fG	0.0255563	0.0032543	0.0482935	0.0035164	TRUE	99.4
0.01	2	1.4	0.8	NA	gene flow P2-P3	fhom	0.0255563	0.0032543	0.0482935	0.0035164	TRUE	99.4
0.01	2	1.4	0.8	NA	gene flow P2-P3	Simulation	0.0254574	0.0028445	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	1	NA	gene flow P2-P3	D	0.0374144	0.0101025	0.0474118	0.0052542	TRUE	52.1
0.01	2	1.4	1	NA	gene flow P2-P3	fd	0.0301573	0.0049608	0.0482182	0.0036847	TRUE	94.5
0.01	2	1.4	1	NA	gene flow P2-P3	fG	0.0300605	0.0047288	0.0482289	0.0036657	TRUE	94.9
0.01	2	1.4	1	NA	gene flow P2-P3	fhom	0.030067	0.0047542	0.0482282	0.0036656	TRUE	94.9
0.01	2	1.4	1	NA	gene flow P2-P3	Simulation	0.0293807	0.0029649	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	1.2	NA	gene flow P2-P3	D	0.0426988	0.0080968	0.0472213	0.0052436	TRUE	29.3
0.01	2	1.4	1.2	NA	gene flow P2-P3	fd	0.0365658	0.0073492	0.0479027	0.004239	TRUE	71.2
0.01	2	1.4	1.2	NA	gene flow P2-P3	fG	0.0361784	0.0070685	0.0479458	0.0041742	TRUE	73.3
0.01	2	1.4	1.2	NA	gene flow P2-P3	fhom	0.0362114	0.0071019	0.0479421	0.0041782	TRUE	73.2
0.01	2	1.4	1.2	NA	gene flow P2-P3	Simulation	0.0329502	0.0031464	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.2	NA	gene flow P3-P2	D	0.0158892	0.0086094	0.0480733	0.0044602	TRUE	93.3
0.01	2	1.4	0.2	NA	gene flow P3-P2	fd	0.0138084	0.0022496	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.2	NA	gene flow P3-P2	fG	0.0138084	0.0022496	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.2	NA	gene flow P3-P2	fhom	0.0138084	0.0022496	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.2	NA	gene flow P3-P2	Simulation	0.0138084	0.0022496	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.4	NA	gene flow P3-P2	D	0.0199773	0.0083548	0.0480669	0.0043603	TRUE	91.8
0.01	2	1.4	0.4	NA	gene flow P3-P2	fd	0.0178391	0.0025219	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.4	NA	gene flow P3-P2	fG	0.0178391	0.0025219	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.4	NA	gene flow P3-P2	fhom	0.0178391	0.0025219	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.4	NA	gene flow P3-P2	Simulation	0.0178391	0.0025219	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.6	NA	gene flow P3-P2	D	0.0237877	0.0080278	0.048062	0.0042634	TRUE	90.3
0.01	2	1.4	0.6	NA	gene flow P3-P2	fd	0.0216055	0.002731	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.6	NA	gene flow P3-P2	fG	0.0216055	0.002731	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.6	NA	gene flow P3-P2	fhom	0.0216055	0.002731	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.6	NA	gene flow P3-P2	Simulation	0.0216055	0.002731	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	0.8	NA	gene flow P3-P2	D	0.0279242	0.0080627	0.0480169	0.0042643	TRUE	86.8
0.01	2	1.4	0.8	NA	gene flow P3-P2	fd	0.0253358	0.002805	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.8	NA	gene flow P3-P2	fG	0.0253358	0.002805	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.8	NA	gene flow P3-P2	fhom	0.0253358	0.002805	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	0.8	NA	gene flow P3-P2	Simulation	0.0253358	0.002805	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	1	NA	gene flow P3-P2	D	0.0321091	0.0076335	0.0479952	0.004175	TRUE	82.2
0.01	2	1.4	1	NA	gene flow P3-P2	fd	0.0293259	0.0029624	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	1	NA	gene flow P3-P2	fG	0.0293259	0.0029624	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	1	NA	gene flow P3-P2	fhom	0.0293259	0.0029624	0.0483045	0.0034845	TRUE	100
0.01	2	1.4	1	NA	gene flow P3-P2	Simulation	0.0293259	0.0029624	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	1.2	NA	gene flow P3-P2	D	0.0360805	0.007064	0.0479846	0.0040429	TRUE	75.6
0.01	2	1.4	1.2	NA	gene flow P3-P2	fd	0.0332223	0.0032177	0.0483022	0.0034878	TRUE	99.6
0.01	2	1.4	1.2	NA	gene flow P3-P2	fG	0.0332183	0.0032049	0.0483026	0.0034872	TRUE	99.6
0.01	2	1.4	1.2	NA	gene flow P3-P2	fhom	0.0332183	0.0032049	0.0483026	0.0034872	TRUE	99.6
0.01	2	1.4	1.2	NA	gene flow P3-P2	Simulation	0.0332015	0.0031519	0.0483045	0.0034845	TRUE	NA
0.01	2	1.4	NA	NA	Null model	D	0.0474799	0.0035053	0.0483699	0.0034686	TRUE	NA
0.01	2	1.4	NA	NA	Null model	fd	0.0474582	0.0035134	0.0483723	0.003467	TRUE	NA
0.01	2	1.4	NA	NA	Null model	fG	0.0473492	0.0034999	0.0483844	0.0034651	TRUE	NA
0.01	2	1.4	NA	NA	Null model	fhom	0.0473855	0.0035094	0.0483804	0.0034652	TRUE	NA
0.01	2	1.4	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	2	1.6	0.2	NA	gene flow P2-P3	D	0.01574	0.0084613	0.0480852	0.0043703	TRUE	94
0.01	2	1.6	0.2	NA	gene flow P2-P3	fd	0.0138269	0.0022105	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.2	NA	gene flow P2-P3	fG	0.0138269	0.0022105	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.2	NA	gene flow P2-P3	fhom	0.0138269	0.0022105	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.2	NA	gene flow P2-P3	Simulation	0.0138269	0.0022105	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.4	NA	gene flow P2-P3	D	0.0200811	0.0087436	0.0480369	0.0044435	TRUE	91.5
0.01	2	1.6	0.4	NA	gene flow P2-P3	fd	0.0177334	0.0024451	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.4	NA	gene flow P2-P3	fG	0.0177334	0.0024451	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.4	NA	gene flow P2-P3	fhom	0.0177334	0.0024451	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.4	NA	gene flow P2-P3	Simulation	0.0177334	0.0024451	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.6	NA	gene flow P2-P3	D	0.024648	0.0091378	0.0479621	0.0045431	TRUE	86.9
0.01	2	1.6	0.6	NA	gene flow P2-P3	fd	0.0216267	0.0027291	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.6	NA	gene flow P2-P3	fG	0.0216267	0.0027291	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.6	NA	gene flow P2-P3	fhom	0.0216267	0.0027291	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.6	NA	gene flow P2-P3	Simulation	0.0216267	0.0027291	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.8	NA	gene flow P2-P3	D	0.0288879	0.0089483	0.0479088	0.0045391	TRUE	82
0.01	2	1.6	0.8	NA	gene flow P2-P3	fd	0.0254405	0.003078	0.0482918	0.0035214	TRUE	99.7
0.01	2	1.6	0.8	NA	gene flow P2-P3	fG	0.025424	0.0030013	0.0482937	0.0035169	TRUE	99.8
0.01	2	1.6	0.8	NA	gene flow P2-P3	fhom	0.025424	0.0030013	0.0482937	0.0035169	TRUE	99.8
0.01	2	1.6	0.8	NA	gene flow P2-P3	Simulation	0.0253868	0.0028132	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	1	NA	gene flow P2-P3	D	0.0337717	0.0088628	0.047795	0.0046041	TRUE	71.8
0.01	2	1.6	1	NA	gene flow P2-P3	fd	0.0294382	0.0036115	0.0482765	0.003556	TRUE	98.5
0.01	2	1.6	1	NA	gene flow P2-P3	fG	0.0294164	0.0035613	0.0482789	0.0035487	TRUE	98.7
0.01	2	1.6	1	NA	gene flow P2-P3	fhom	0.0294164	0.0035613	0.0482789	0.0035487	TRUE	98.7
0.01	2	1.6	1	NA	gene flow P2-P3	Simulation	0.0292462	0.0029773	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	1.2	NA	gene flow P2-P3	D	0.0386112	0.0080942	0.0476689	0.0046222	TRUE	56.2
0.01	2	1.6	1.2	NA	gene flow P2-P3	fd	0.0339004	0.0049135	0.0481923	0.0037061	TRUE	91.5
0.01	2	1.6	1.2	NA	gene flow P2-P3	fG	0.0337816	0.0047057	0.0482055	0.0036848	TRUE	92.1
0.01	2	1.6	1.2	NA	gene flow P2-P3	fhom	0.0337837	0.0047016	0.0482052	0.0036863	TRUE	92.1
0.01	2	1.6	1.2	NA	gene flow P2-P3	Simulation	0.0329508	0.002982	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	1.4	NA	gene flow P2-P3	D	0.0432707	0.0064924	0.0475693	0.0045085	TRUE	33.5
0.01	2	1.6	1.4	NA	gene flow P2-P3	fd	0.0395434	0.0059422	0.0479835	0.0039762	TRUE	66.5
0.01	2	1.6	1.4	NA	gene flow P2-P3	fG	0.0393569	0.0059005	0.0480042	0.0039384	TRUE	68.2
0.01	2	1.6	1.4	NA	gene flow P2-P3	fhom	0.0393924	0.0059114	0.0480002	0.0039452	TRUE	67.7
0.01	2	1.6	1.4	NA	gene flow P2-P3	Simulation	0.0367144	0.0031974	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.2	NA	gene flow P3-P2	D	0.0152168	0.0073777	0.0481413	0.0041677	TRUE	95.6
0.01	2	1.6	0.2	NA	gene flow P3-P2	fd	0.0138084	0.0022496	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.2	NA	gene flow P3-P2	fG	0.0138084	0.0022496	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.2	NA	gene flow P3-P2	fhom	0.0138084	0.0022496	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.2	NA	gene flow P3-P2	Simulation	0.0138084	0.0022496	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.4	NA	gene flow P3-P2	D	0.0194912	0.0076284	0.0481142	0.0041705	TRUE	94
0.01	2	1.6	0.4	NA	gene flow P3-P2	fd	0.0178391	0.0025219	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.4	NA	gene flow P3-P2	fG	0.0178391	0.0025219	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.4	NA	gene flow P3-P2	fhom	0.0178391	0.0025219	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.4	NA	gene flow P3-P2	Simulation	0.0178391	0.0025219	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.6	NA	gene flow P3-P2	D	0.0232505	0.0072661	0.048115	0.0040855	TRUE	92.9
0.01	2	1.6	0.6	NA	gene flow P3-P2	fd	0.0216055	0.002731	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.6	NA	gene flow P3-P2	fG	0.0216055	0.002731	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.6	NA	gene flow P3-P2	fhom	0.0216055	0.002731	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.6	NA	gene flow P3-P2	Simulation	0.0216055	0.002731	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	0.8	NA	gene flow P3-P2	D	0.0274368	0.0074513	0.0480643	0.0041457	TRUE	89.2
0.01	2	1.6	0.8	NA	gene flow P3-P2	fd	0.0253358	0.002805	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.8	NA	gene flow P3-P2	fG	0.0253358	0.002805	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.8	NA	gene flow P3-P2	fhom	0.0253358	0.002805	0.0482978	0.0035072	TRUE	100
0.01	2	1.6	0.8	NA	gene flow P3-P2	Simulation	0.0253358	0.002805	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	1	NA	gene flow P3-P2	D	0.0315506	0.0070277	0.0480506	0.0040695	TRUE	85.5
0.01	2	1.6	1	NA	gene flow P3-P2	fd	0.029353	0.0030566	0.0482948	0.0035145	TRUE	99.8
0.01	2	1.6	1	NA	gene flow P3-P2	fG	0.0293381	0.0030083	0.0482964	0.0035102	TRUE	99.9
0.01	2	1.6	1	NA	gene flow P3-P2	fhom	0.0293381	0.0030083	0.0482964	0.0035102	TRUE	99.9
0.01	2	1.6	1	NA	gene flow P3-P2	Simulation	0.0293259	0.0029624	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	1.2	NA	gene flow P3-P2	D	0.035476	0.0065241	0.0480451	0.0039586	TRUE	80.2
0.01	2	1.6	1.2	NA	gene flow P3-P2	fd	0.0332614	0.003355	0.0482911	0.0035148	TRUE	99.2
0.01	2	1.6	1.2	NA	gene flow P3-P2	fG	0.0332553	0.0033365	0.0482918	0.0035139	TRUE	99.3
0.01	2	1.6	1.2	NA	gene flow P3-P2	fhom	0.0332553	0.0033365	0.0482918	0.0035139	TRUE	99.3
0.01	2	1.6	1.2	NA	gene flow P3-P2	Simulation	0.0332015	0.0031519	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	1.4	NA	gene flow P3-P2	D	0.0392281	0.0059082	0.0480167	0.0039022	TRUE	70.6
0.01	2	1.6	1.4	NA	gene flow P3-P2	fd	0.0368174	0.0033619	0.0482845	0.0035244	TRUE	97.9
0.01	2	1.6	1.4	NA	gene flow P3-P2	fG	0.0368239	0.0033743	0.0482838	0.0035254	TRUE	97.8
0.01	2	1.6	1.4	NA	gene flow P3-P2	fhom	0.0368239	0.0033743	0.0482838	0.0035254	TRUE	97.8
0.01	2	1.6	1.4	NA	gene flow P3-P2	Simulation	0.0366979	0.0031042	0.0482978	0.0035072	TRUE	NA
0.01	2	1.6	NA	NA	Null model	D	0.0473148	0.0033692	0.048403	0.0034986	TRUE	NA
0.01	2	1.6	NA	NA	Null model	fd	0.0472374	0.0034195	0.0484116	0.0034904	TRUE	NA
0.01	2	1.6	NA	NA	Null model	fG	0.0471096	0.0034015	0.0484258	0.0034873	TRUE	NA
0.01	2	1.6	NA	NA	Null model	fhom	0.0471258	0.0034201	0.048424	0.003486	TRUE	NA
0.01	2	1.6	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	2	1.8	0.2	NA	gene flow P2-P3	D	0.0146918	0.0058816	0.0482306	0.0039267	TRUE	97.2
0.01	2	1.8	0.2	NA	gene flow P2-P3	fd	0.0138278	0.0022586	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.2	NA	gene flow P2-P3	fG	0.0138278	0.0022586	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.2	NA	gene flow P2-P3	fhom	0.0138278	0.0022586	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.2	NA	gene flow P2-P3	Simulation	0.0138278	0.0022586	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.4	NA	gene flow P2-P3	D	0.01871	0.0061966	0.0482088	0.0039545	TRUE	95.9
0.01	2	1.8	0.4	NA	gene flow P2-P3	fd	0.0176496	0.0024172	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.4	NA	gene flow P2-P3	fG	0.0176496	0.0024172	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.4	NA	gene flow P2-P3	fhom	0.0176496	0.0024172	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.4	NA	gene flow P2-P3	Simulation	0.0176496	0.0024172	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.6	NA	gene flow P2-P3	D	0.0229504	0.0066574	0.0481725	0.0040098	TRUE	93.7
0.01	2	1.8	0.6	NA	gene flow P2-P3	fd	0.0215633	0.0027257	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.6	NA	gene flow P2-P3	fG	0.0215633	0.0027257	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.6	NA	gene flow P2-P3	fhom	0.0215633	0.0027257	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.6	NA	gene flow P2-P3	Simulation	0.0215633	0.0027257	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.8	NA	gene flow P2-P3	D	0.0274553	0.0068606	0.0481144	0.0041201	TRUE	89.6
0.01	2	1.8	0.8	NA	gene flow P2-P3	fd	0.0255451	0.0027147	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.8	NA	gene flow P2-P3	fG	0.0255451	0.0027147	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.8	NA	gene flow P2-P3	fhom	0.0255451	0.0027147	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.8	NA	gene flow P2-P3	Simulation	0.0255451	0.0027147	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1	NA	gene flow P2-P3	D	0.0315379	0.0067745	0.0480904	0.0040576	TRUE	85.4
0.01	2	1.8	1	NA	gene flow P2-P3	fd	0.0294404	0.0031365	0.0483234	0.0034939	TRUE	99.7
0.01	2	1.8	1	NA	gene flow P2-P3	fG	0.0294641	0.0032211	0.0483208	0.0034996	TRUE	99.5
0.01	2	1.8	1	NA	gene flow P2-P3	fhom	0.0294641	0.0032211	0.0483208	0.0034996	TRUE	99.5
0.01	2	1.8	1	NA	gene flow P2-P3	Simulation	0.0294114	0.0030267	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1.2	NA	gene flow P2-P3	D	0.03619	0.0067984	0.0480077	0.0040744	TRUE	74.7
0.01	2	1.8	1.2	NA	gene flow P2-P3	fd	0.033638	0.0038339	0.0482913	0.0035486	TRUE	96.7
0.01	2	1.8	1.2	NA	gene flow P2-P3	fG	0.0336709	0.003913	0.0482876	0.0035541	TRUE	96.5
0.01	2	1.8	1.2	NA	gene flow P2-P3	fhom	0.0336682	0.003906	0.0482879	0.0035537	TRUE	96.5
0.01	2	1.8	1.2	NA	gene flow P2-P3	Simulation	0.0333199	0.0030236	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1.4	NA	gene flow P2-P3	D	0.04062	0.0062757	0.0479096	0.0040908	TRUE	56.7
0.01	2	1.8	1.4	NA	gene flow P2-P3	fd	0.0380384	0.0048546	0.0481965	0.0036722	TRUE	83.2
0.01	2	1.8	1.4	NA	gene flow P2-P3	fG	0.0379996	0.0047884	0.0482008	0.0036699	TRUE	83.5
0.01	2	1.8	1.4	NA	gene flow P2-P3	fhom	0.0380292	0.0048207	0.0481975	0.0036744	TRUE	83.3
0.01	2	1.8	1.4	NA	gene flow P2-P3	Simulation	0.036867	0.0031859	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1.6	NA	gene flow P2-P3	D	0.0443789	0.0048077	0.0479225	0.0039173	TRUE	33.7
0.01	2	1.8	1.6	NA	gene flow P2-P3	fd	0.0429041	0.0046949	0.0480864	0.0037462	TRUE	56.3
0.01	2	1.8	1.6	NA	gene flow P2-P3	fG	0.0428188	0.0046354	0.0480958	0.0037412	TRUE	57.1
0.01	2	1.8	1.6	NA	gene flow P2-P3	fhom	0.0428232	0.0046513	0.0480954	0.0037397	TRUE	57.2
0.01	2	1.8	1.6	NA	gene flow P2-P3	Simulation	0.0407416	0.0033584	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.2	NA	gene flow P3-P2	D	0.0145093	0.0054365	0.0482488	0.0038416	TRUE	97.7
0.01	2	1.8	0.2	NA	gene flow P3-P2	fd	0.0138084	0.0022496	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.2	NA	gene flow P3-P2	fG	0.0138084	0.0022496	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.2	NA	gene flow P3-P2	fhom	0.0138084	0.0022496	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.2	NA	gene flow P3-P2	Simulation	0.0138084	0.0022496	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.4	NA	gene flow P3-P2	D	0.0188064	0.0059499	0.0482192	0.0039212	TRUE	96.3
0.01	2	1.8	0.4	NA	gene flow P3-P2	fd	0.0178391	0.0025219	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.4	NA	gene flow P3-P2	fG	0.0178391	0.0025219	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.4	NA	gene flow P3-P2	fhom	0.0178391	0.0025219	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.4	NA	gene flow P3-P2	Simulation	0.0178391	0.0025219	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.6	NA	gene flow P3-P2	D	0.0225896	0.005863	0.0482173	0.0038597	TRUE	95.4
0.01	2	1.8	0.6	NA	gene flow P3-P2	fd	0.0216055	0.002731	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.6	NA	gene flow P3-P2	fG	0.0216055	0.002731	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.6	NA	gene flow P3-P2	fhom	0.0216055	0.002731	0.0483266	0.0034872	TRUE	100
