scaffold,position,start,end,midpoint,sites,sitesOverMinExD,S,P1P2_dxy,P1P3_dxy,P1O_dxy,P2P3_dxy,P2O_dxy,P3O_dxy,ABBA,BABA,D,f,mf
BD_walk,296500.0,294000,299000,296498,4446,2762,552,0.011,0.0247,0.0387,0.0245,0.0358,0.037,2.63979569692,10.6077830481,-0.601467445828,-0.564368025834,-0.376402748483
BD_walk,297500.0,295000,300000,297500,4786,3564,719,0.0101,0.0261,0.043,0.0264,0.0396,0.0375,3.38458736359,18.1754913814,-0.686032003536,-1.46125284267,-0.771231790769
BD_walk,298500.0,296000,301000,298500,4783,3571,739,0.0065,0.0259,0.0479,0.0269,0.0444,0.0397,4.42762586806,19.6386067708,-0.632046616145,-1.9852290935,-0.926716817315
BD_walk,299500.0,297000,302000,299500,4795,3770,793,0.0161,0.0309,0.0481,0.0267,0.0445,0.0394,5.05824110243,17.2296169705,-0.546098948954,-1.24510773388,-0.568653235864
BD_walk,300500.0,298000,303000,300534,4813,4134,888,0.0162,0.0292,0.0435,0.027,0.042,0.0385,6.10933159722,16.4010850694,-0.457199598951,-1.24606273352,-0.545025084031
BD_walk,301500.0,299000,304000,301500,4860,4414,949,0.0204,0.03,0.0438,0.0297,0.0447,0.0397,6.81277281746,15.3022848462,-0.383879262622,-0.628342803069,-0.30100777555
BD_walk,302500.0,300000,305000,302500,4848,4322,941,0.0265,0.0313,0.0437,0.0284,0.0431,0.0393,9.2083891369,11.0244760665,-0.0897592561068,-0.0979026694073,-0.0499460421396
BD_walk,303500.0,301000,306000,303500,4844,4359,878,0.0276,0.028,0.0396,0.0254,0.0398,0.0371,8.2753999256,7.63374255952,0.0403326179693,0.0307227102212,0.0157761242107
BD_walk,304500.0,302000,307000,304500,4851,4376,817,0.023,0.0252,0.0374,0.0258,0.0397,0.0365,7.56948087178,6.78470284598,0.0546724245157,0.0336151750462,0.0170780917669
BD_walk,305500.0,303000,308000,305204,4236,3751,657,0.0237,0.0234,0.0384,0.0251,0.0409,0.0378,6.50536954365,6.54813058036,-0.00327582918758,-0.00238689628033,-0.00105932227797
BD_walk,306500.0,304000,309000,306489,3342,3030,509,0.0216,0.0225,0.037,0.0223,0.0357,0.0344,5.06234499008,3.9708891369,0.120826698149,0.0811794844598,0.0346415335319
BD_walk,307500.0,305000,310000,307500,3275,2965,459,0.0168,0.0222,0.0336,0.0239,0.0375,0.0356,2.43678075397,0.618489583333,0.595132662546,0.11615901348,0.0539901042506
BD_walk,308500.0,306000,311000,308500,3289,3016,413,0.0136,0.019,0.0304,0.0199,0.0324,0.0314,2.25876736111,0.0130208333333,0.98853693019,0.159913216282,0.0738092157081
BD_walk,309500.0,307000,312000,309500,3298,3033,369,0.0115,0.015,0.0282,0.0153,0.0299,0.029,1.57734375,0.0520833333333,0.936071599808,0.179019169345,0.0760347233706
BD_walk,310500.0,308000,313000,310715,3913,3537,428,0.0119,0.015,0.0279,0.013,0.0296,0.0269,2.3744047619,0.186197916667,0.854567115605,0.312108608426,0.112690690854
BD_walk,311500.0,309000,314000,311315,4479,3653,444,0.0117,0.0156,0.0276,0.0129,0.0296,0.0265,3.0931547619,0.305989583333,0.819960818221,0.352266858716,0.130059240935
BD_walk,312500.0,310000,315000,312315,3638,2954,328,0.0089,0.011,0.0247,0.0085,0.0257,0.023,2.5158110119,0.305989583333,0.783124588003,0.661298103685,0.187707378733
BD_walk,313500.0,311000,316000,313500,3113,2426,267,0.0102,0.0121,0.0289,0.0071,0.0287,0.0251,2.2189360119,0.321614583333,0.746815053449,1.03904923599,0.239290573828
BD_walk,314500.0,312000,317000,314500,3113,2429,298,0.0111,0.0138,0.0308,0.0083,0.0344,0.0306,2.7033110119,0.948350694444,0.480592250484,0.403973509934,0.185492961439
BD_walk,315500.0,313000,318000,315500,3113,2520,330,0.0151,0.0165,0.0332,0.0124,0.0365,0.0332,1.97916666667,0.855902777778,0.396203306797,0.126676456192,0.0813759708204
BD_walk,316500.0,314000,319000,316659,3517,3261,450,0.0153,0.0168,0.0319,0.0158,0.0378,0.034,1.26041666667,0.736111111111,0.262608695652,0.0296121978722,0.0223108511579
BD_walk,317500.0,315000,320000,317757,4215,3901,539,0.0141,0.016,0.0322,0.0158,0.0378,0.0351,1.44791666667,0.861111111111,0.254135338346,0.0284907489358,0.0203805459678
BD_walk,318500.0,316000,321000,318500,4705,4297,670,0.02,0.0203,0.0369,0.0185,0.0407,0.0359,1.46184895833,1.10004340278,0.141225900451,0.0153337895209,0.0104790927266
BD_walk,319500.0,317000,322000,319500,4689,4119,660,0.0237,0.0243,0.0402,0.0191,0.0398,0.0348,1.32903645833,0.481119791667,0.468421809812,0.0345552183049,0.0235133059293
BD_walk,320500.0,318000,323000,320500,4684,4035,653,0.0219,0.0239,0.0408,0.0181,0.0398,0.0354,1.35073784722,0.426432291667,0.520099643433,0.039964269361,0.0286014085434
BD_walk,321500.0,319000,324000,321500,4695,4131,645,0.0216,0.0238,0.0415,0.0155,0.0356,0.034,1.94002356151,0.426432291667,0.639602580294,0.0824008976227,0.0567747085177
BD_walk,322500.0,320000,325000,322500,4644,3910,589,0.0234,0.0248,0.0419,0.016,0.0336,0.0327,2.16919022817,0.301432291667,0.755986769127,0.100739345571,0.0722347543188
BD_walk,323500.0,321000,326000,323500,4677,4039,538,0.0178,0.0194,0.0382,0.0128,0.0328,0.0332,3.09275793651,0.265625,0.841813750831,0.177448103552,0.115183182588
BD_walk,324500.0,322000,327000,324500,4692,4091,531,0.0158,0.0161,0.0369,0.0105,0.0323,0.0329,5.06899491567,0.385416666667,0.858677087034,0.299171737075,0.204628642226
BD_walk,325500.0,323000,328000,325500,4662,3860,490,0.0157,0.016,0.038,0.0079,0.0339,0.0348,8.03253658234,0.388888888889,0.907642977969,0.508495602416,0.287777883215
BD_walk,326500.0,324000,329000,326500,4669,3848,477,0.015,0.0144,0.0361,0.0048,0.0335,0.0336,9.12033420139,0.388888888889,0.918208062805,0.659290150261,0.341902084251
BD_walk,327500.0,325000,330000,327500,4952,4403,558,0.013,0.0133,0.0382,0.0027,0.0364,0.0358,10.1967230903,0.388888888889,0.926525005894,0.873779556484,0.381143647198
BD_walk,328500.0,326000,331000,328500,4955,4405,608,0.0143,0.0149,0.0382,0.0012,0.0359,0.0357,12.4102647569,0.170138888889,0.972951759947,0.794636441764,0.468708338389
BD_walk,329500.0,327000,332000,329500,4956,4503,667,0.0162,0.0165,0.0357,0.0014,0.0357,0.0353,14.90625,0.0659722222222,0.991187384045,0.849495959602,0.447512615414
BD_walk,330500.0,328000,333000,330500,4991,4777,708,0.0181,0.0178,0.0343,0.0011,0.0326,0.032,16.6657986111,0.0625,0.992527632193,0.887404237057,0.503563739567
BD_walk,331500.0,329000,334000,331500,4992,4807,759,0.0236,0.0228,0.0369,0.0009,0.0353,0.0345,23.4609375,0.346354166667,0.970903522205,1.03729673779,0.560030622074
BD_walk,332500.0,330000,335000,332458,4891,4585,756,0.0261,0.0254,0.0341,0.0011,0.0322,0.0311,24.2569444444,0.393229166667,0.968095221326,1.00701214566,0.60630320674
BD_walk,333500.0,331000,336000,333500,4538,3594,589,0.028,0.0279,0.0329,0.0011,0.0311,0.031,20.9965277778,0.4140625,0.961321710926,1.0817273539,0.600096173314
BD_walk,334500.0,332000,337000,334500,4468,3317,499,0.0285,0.0293,0.0336,0.0006,0.0301,0.0306,17.6961805556,1.6015625,0.834015563852,1.09118806803,0.640603945686
BD_walk,335500.0,333000,338000,335500,4436,3056,448,0.0247,0.0261,0.0307,0.0021,0.0306,0.0317,14.2087673611,2.4765625,0.703144915849,1.0904370577,0.635320939197
BD_walk,336500.0,334000,339000,336500,3824,2117,282,0.0141,0.0165,0.0271,0.0026,0.0278,0.0293,5.73654513889,2.19270833333,0.446931961246,0.887307107151,0.690019437167
BD_walk,337500.0,335000,340000,337513,3881,2130,311,0.0149,0.0161,0.036,0.003,0.0378,0.0383,5.17209201389,2.42252604167,0.362041376157,0.754525964745,0.559975249713
BD_walk,338500.0,336000,341000,338500,4234,3120,427,0.0162,0.016,0.034,0.0038,0.0368,0.0353,7.15646701389,2.76106770833,0.443194748359,0.767662219527,0.587924528302
BD_walk,339500.0,337000,342000,339500,4304,3108,457,0.0194,0.0188,0.0337,0.0083,0.0385,0.0347,8.34712094907,1.93732018849,0.623252219041,0.796629787252,0.609781097073
BD_walk,340500.0,338000,343000,340500,4332,3322,497,0.0238,0.023,0.0356,0.0066,0.0394,0.0358,10.0025028935,3.47426215278,0.484407104993,0.717675318573,0.549411621256
BD_walk,341500.0,339000,344000,341500,4951,4232,608,0.0258,0.0242,0.0322,0.0061,0.0381,0.0353,12.7940067998,5.33347439236,0.411559241371,0.757459913235,0.53243825238
BD_walk,342500.0,340000,345000,342500,4995,4467,583,0.0256,0.0241,0.0266,0.0057,0.0313,0.0289,14.2308557581,5.75990668403,0.423743171307,0.818427285968,0.566176818984
BD_walk,343500.0,341000,346000,343500,4991,4296,579,0.0285,0.0279,0.0255,0.005,0.0303,0.0288,14.7091853712,7.31065693204,0.335993706824,0.812911740915,0.512157961431
BD_walk,344500.0,342000,347000,344500,4979,4542,593,0.0295,0.0284,0.0269,0.0033,0.0316,0.0329,15.8257905506,9.01487785218,0.274183954633,0.765872949471,0.462974327158
BD_walk,345500.0,343000,348000,345500,4978,4580,592,0.0298,0.0277,0.0269,0.0038,0.0321,0.0333,15.5180106027,7.57979135665,0.343678556947,0.817865486298,0.506062147636
BD_walk,346500.0,344000,349000,346500,4962,4596,638,0.0293,0.0282,0.0304,0.0033,0.0326,0.0342,16.690203373,7.27455357143,0.392895693598,0.787119600966,0.528313019748
BD_walk,347500.0,345000,350000,347500,4959,4531,681,0.0334,0.0328,0.0346,0.0054,0.0378,0.0398,16.5790271577,8.32448846726,0.331460779063,0.7160263285,0.468843369522
BD_walk,348500.0,346000,351000,348369,4702,4368,636,0.0314,0.0303,0.0336,0.0056,0.0367,0.0386,15.5700985863,6.49611545139,0.411216129755,0.753394375638,0.514929395885
BD_walk,349500.0,347000,352000,349500,4406,4004,579,0.0304,0.0303,0.0339,0.0049,0.0353,0.0365,14.5422913566,6.0835859995,0.41010160252,0.766112728449,0.526193580239
BD_walk,350500.0,348000,353000,350500,4411,3900,574,0.0273,0.0283,0.033,0.0068,0.0344,0.0359,13.818875558,6.01075613839,0.393760183708,0.722733568889,0.503582943354
BD_walk,351500.0,349000,354000,351500,4428,3936,550,0.0267,0.0261,0.0315,0.0098,0.0324,0.0342,12.3486467634,6.06220393105,0.34145314286,0.685213714175,0.472455300631
BD_walk,352500.0,350000,355000,352500,4417,3798,503,0.0239,0.0222,0.0301,0.0122,0.0307,0.0322,12.3997101314,5.79720827133,0.362836262381,0.701843601507,0.470100262064
BD_walk,353500.0,351000,356000,353573,4662,3935,521,0.0253,0.0217,0.0292,0.0141,0.0303,0.0312,13.1597237723,6.83524770585,0.316303330233,0.670766957472,0.450495661096
BD_walk,354500.0,352000,357000,354500,4970,4355,526,0.0196,0.0168,0.0258,0.0132,0.027,0.0265,10.5365218874,5.36730375744,0.325029854162,0.643625881019,0.430277224066
BD_walk,355500.0,353000,358000,355499,4951,4513,532,0.018,0.0159,0.0277,0.0129,0.0275,0.026,9.4648530506,4.4632781498,0.359098778496,0.742186220514,0.38155440347
BD_walk,356500.0,354000,359000,356500,4948,4501,475,0.0135,0.0131,0.0229,0.012,0.0242,0.0219,7.97138516865,2.85785590278,0.472196456995,0.904114785118,0.369921693556
BD_walk,357500.0,355000,360000,357500,4962,4703,487,0.0114,0.0115,0.0211,0.01,0.0212,0.0191,6.20337301587,1.36979166667,0.638251187162,1.1166377681,0.336381533881
BD_walk,358500.0,356000,361000,358500,4978,4724,501,0.0088,0.0121,0.0221,0.0109,0.0213,0.0219,4.06597222222,0.25,0.884151246983,1.01650432118,0.269501046033
BD_walk,359500.0,357000,362000,359500,4968,4537,522,0.0104,0.014,0.024,0.0127,0.0236,0.0233,5.06597222222,0.0,1.0,1.61768476491,0.292463526626
BD_walk,360500.0,358000,363000,360501,4987,4584,473,0.0094,0.0129,0.019,0.012,0.0194,0.0196,4.58472222222,0.05,0.978423733893,1.284729694,0.281023011987
BD_walk,361500.0,359000,364000,361500,4990,4602,447,0.0087,0.0115,0.0174,0.0108,0.0176,0.0175,3.89722222222,0.05,0.97466572836,1.04375062556,0.258859982273
BD_walk,362500.0,360000,365000,362500,4990,4603,381,0.0063,0.0093,0.0147,0.0089,0.0158,0.0154,3.47013888889,0.05,0.971592029986,0.979709568331,0.267652133745
BD_walk,363500.0,361000,366000,363500,4964,4446,349,0.0062,0.0091,0.0153,0.0078,0.0162,0.0153,4.98055555556,0.05,0.980121479845,1.0025416549,0.324023366192
BD_walk,364500.0,362000,367000,364500,4971,4576,375,0.0056,0.0096,0.0157,0.0073,0.0158,0.0168,3.66805555556,0.05,0.973104221143,0.431443181583,0.23499430556
BD_walk,365500.0,363000,368000,365491,4935,4402,396,0.0061,0.0112,0.0178,0.008,0.0174,0.019,3.35243055556,0.0,1.0,0.300173909664,0.160863045651
BD_walk,366500.0,364000,369000,366500,4610,3951,423,0.0088,0.0155,0.023,0.0103,0.0225,0.0257,4.453125,0.078125,0.965517241379,0.286528471635,0.159382708241
BD_walk,367500.0,365000,370000,367500,4267,3482,436,0.0112,0.0191,0.0265,0.0117,0.0257,0.0305,4.015625,0.078125,0.961832061069,0.213741716978,0.12478507861
BD_walk,368500.0,366000,371000,368500,4287,3608,464,0.0122,0.0188,0.0285,0.012,0.0275,0.0314,2.61631944444,0.078125,0.942010309278,0.118385958875,0.072522539281
BD_walk,369500.0,367000,372000,369500,4288,3675,486,0.0104,0.0163,0.0285,0.0114,0.0282,0.0316,2.55381944444,0.078125,0.940633245383,0.113037007532,0.0693507245108
BD_walk,370500.0,368000,373000,370521,4324,3850,564,0.011,0.0146,0.0295,0.0115,0.029,0.0313,2.19444444444,0.119791666667,0.89647411853,0.0989553789908,0.0635536882412
BD_walk,371500.0,369000,374000,371500,4475,3938,579,0.0091,0.0123,0.0281,0.0104,0.0278,0.029,0.822916666667,0.0833333333333,0.816091954023,0.0437544614658,0.0287604644883
BD_walk,372500.0,370000,375000,372500,4818,4368,601,0.0082,0.0116,0.0277,0.0099,0.0265,0.0277,1.11979166667,0.0833333333333,0.861471861472,0.0745863083525,0.0494133714073
BD_walk,373500.0,371000,376000,373500,4821,4519,614,0.0078,0.0103,0.0267,0.0079,0.0259,0.0271,3.44791666667,0.114583333333,0.93567251462,0.297782913154,0.19429756875
BD_walk,374500.0,372000,377000,374500,4808,4479,626,0.0119,0.0127,0.0266,0.0076,0.026,0.0271,6.07161458333,1.74305555556,0.553901693974,0.421584376057,0.280768234592
BD_walk,375500.0,373000,378000,375500,4803,4458,621,0.0129,0.0148,0.0259,0.0067,0.0248,0.0273,8.99609375,2.18055555556,0.609801561104,0.653984138411,0.439991994396
BD_walk,376500.0,374000,379000,376500,4977,4806,650,0.0143,0.016,0.0258,0.0084,0.0256,0.0262,11.0305989583,2.67078993056,0.61014318297,0.671857403402,0.373316535607
BD_walk,377500.0,375000,380000,377500,4969,4818,668,0.0158,0.0158,0.0249,0.0102,0.0264,0.0259,17.0358072917,2.8564453125,0.712808260649,0.861944876325,0.475979835592
BD_walk,378500.0,376000,381000,378500,4972,4785,714,0.0228,0.0235,0.0286,0.0117,0.0295,0.03,27.4313926091,2.89811197917,0.808891571524,0.946032165396,0.569580069515
BD_walk,379500.0,377000,382000,379500,4971,4650,669,0.0217,0.0246,0.0286,0.0126,0.0307,0.031,31.8539186508,1.39398871528,0.916145777241,0.993902642576,0.631264275503
BD_walk,380500.0,378000,383000,380482,4509,3671,500,0.0231,0.0252,0.0284,0.0135,0.0317,0.0315,28.8044394841,0.914822048611,0.938435748304,1.02641607384,0.650269943626
BD_walk,381500.0,379000,384000,381500,4258,3334,473,0.0267,0.0279,0.0292,0.0101,0.0323,0.0342,34.0668092758,0.764865451389,0.956082189135,1.05844524389,0.773667834648
BD_walk,382500.0,380000,385000,382500,4225,3216,516,0.0305,0.0339,0.0384,0.0065,0.0421,0.0435,31.167937748,0.820963541667,0.948671976306,1.10208213804,0.746013905262
BD_walk,383500.0,381000,386000,383500,4221,3263,473,0.0212,0.0244,0.0312,0.0042,0.0342,0.0352,22.6161024306,0.748046875,0.935966264792,1.13010165173,0.759108427273
BD_walk,384500.0,382000,387000,384500,4231,3428,472,0.0248,0.0251,0.0319,0.0019,0.0324,0.0333,25.19765625,0.940538194444,0.92803342278,1.13832153361,0.798688678275
BD_walk,385500.0,383000,388000,385517,4692,4247,611,0.0265,0.0258,0.0311,0.004,0.0341,0.0338,31.1546875,1.18663194444,0.926618210708,1.10378078618,0.791969094963
BD_walk,386500.0,384000,389000,386500,4943,4297,647,0.0269,0.0277,0.0342,0.0043,0.0358,0.0367,35.2536458333,0.8046875,0.955367460134,1.07591047635,0.798806777696
BD_walk,387500.0,385000,390000,387290,4386,3446,495,0.0277,0.0279,0.0323,0.0049,0.0324,0.0339,31.3816840278,0.562934027778,0.964755626328,0.997156954508,0.850156127277
BD_walk,388500.0,386000,391000,388500,3838,2589,404,0.0306,0.0319,0.034,0.0057,0.0354,0.0371,27.0379340278,0.604600694444,0.956255770282,0.965869974284,0.846628632436
BD_walk,389500.0,387000,392000,389500,3831,2374,426,0.0288,0.031,0.0358,0.0087,0.0394,0.0414,23.69140625,0.287760416667,0.97599913119,0.968655492452,0.840776129829
BD_walk,390500.0,388000,393000,390500,3837,2390,418,0.0289,0.0365,0.0403,0.0042,0.0358,0.0425,30.9476686508,0.0416666666667,0.997310902848,0.965380092314,0.86235699239
BD_walk,391500.0,389000,394000,391500,3833,2623,447,0.0365,0.0414,0.0394,0.0048,0.0411,0.0461,33.6212797619,0.166666666667,0.990134548898,0.981465595334,0.853601968824
BD_walk,392500.0,390000,395000,392700,4431,3544,592,0.0402,0.0447,0.0334,0.0045,0.0414,0.0463,46.5639880952,0.166666666667,0.992866923542,0.971503619886,0.850385454069
BD_walk,393500.0,391000,396000,393500,4977,4405,729,0.0387,0.043,0.0345,0.0045,0.0406,0.0446,58.8374255952,0.125,0.995760011609,0.982399752666,0.852497743647
BD_walk,394500.0,392000,397000,394500,4966,4084,675,0.0387,0.0435,0.0332,0.0053,0.0407,0.045,54.9060639881,0.267857142857,0.990290443841,0.96991326744,0.816696965161
BD_walk,395500.0,393000,398000,395500,4920,3815,650,0.038,0.041,0.0298,0.0079,0.0393,0.0418,42.0236648479,0.668940145503,0.968662481682,0.94084161826,0.765827331464
BD_walk,396500.0,394000,399000,396406,3975,2884,491,0.0337,0.0367,0.0267,0.0083,0.0347,0.0372,27.9125537368,0.543940145503,0.961770403075,0.905912223448,0.73739010509
BD_walk,397500.0,395000,400000,397500,3141,2013,346,0.0226,0.0258,0.0322,0.0105,0.0302,0.0324,14.9698454034,0.543940145503,0.929876541894,0.87222326127,0.663337490909
BD_walk,398500.0,396000,401000,398435,2779,1535,198,0.009,0.0086,0.024,0.0098,NA,0.0282,2.68078290344,0.543940145503,0.662643807082,0.503460237099,0.298949013024
BD_walk,399500.0,397000,402000,399500,2672,1585,166,0.0067,0.0056,0.0233,0.0089,0.026,0.0202,0.632977843915,0.557333002646,0.063550493124,0.033106492551,0.0210932063258
BD_walk,400500.0,398000,403000,400500,2718,1965,138,0.002,0.0025,0.0121,0.0048,0.016,0.0093,0.428478422619,0.340680803571,0.114147521161,0.080531823467,0.0623166295036
BD_walk,401500.0,399000,404000,401843,3667,2922,280,0.0021,0.0046,0.0174,0.0062,0.0187,0.015,0.692801339286,0.506045386905,0.155779674166,0.0734793451155,0.0598775412834
BD_walk,402500.0,400000,405000,402500,4501,3868,467,0.0043,0.0072,0.0195,0.0063,0.017,0.0163,0.94193328373,0.787295386905,0.0894259385421,0.0335932472275,0.0282087695266
BD_walk,403500.0,401000,406000,403558,4720,3830,484,0.0047,0.0087,0.0194,0.0069,0.0174,0.0174,1.11931423611,0.979324776786,0.0667048780019,0.0298450301245,0.0247831448149
BD_walk,404500.0,402000,407000,404500,4850,4320,662,0.0113,0.0127,0.0217,0.0144,0.0196,0.0203,2.08386346726,2.07114748677,0.00306039638164,0.00176050082827,0.00126560553508
BD_walk,405500.0,403000,408000,405500,4841,3983,699,0.0148,0.0196,0.0292,0.0184,0.0242,0.0246,7.19645492312,2.81049055473,0.438292022086,0.328546100618,0.262742217426
BD_walk,406500.0,404000,409000,406500,4838,3398,613,0.0223,0.0243,0.0306,0.0205,0.0273,0.0269,11.5258820064,2.8638759714,0.601956339251,0.528675969565,0.392606403374
BD_walk,407500.0,405000,410000,407500,4763,2521,448,0.0302,0.0291,0.0363,0.0286,0.0371,0.0314,12.276750062,2.5826259714,0.652391060622,0.622507337719,0.462729326997
BD_walk,408500.0,406000,411000,408500,4910,2875,524,0.0333,0.0313,0.036,0.0273,0.0372,0.0326,22.0090913318,2.39059658151,0.804046954207,0.779242168656,0.564331750082
BD_walk,409500.0,407000,412000,409500,4880,2722,385,0.0319,0.0353,0.0339,0.0139,0.0386,0.0362,34.6643337674,1.46097625248,0.919116195727,0.921400208798,0.695027280116
BD_walk,410500.0,408000,413000,410500,4881,3010,376,0.0361,0.0335,0.0292,0.0145,0.041,0.0398,41.4774305556,0.787202380952,0.962748883581,0.890936773889,0.624557873854
BD_walk,411500.0,409000,414000,411500,4884,3502,455,0.0348,0.034,0.026,0.0126,0.0397,0.0396,49.1649305556,0.568452380952,0.97714000748,0.90304390933,0.678852445882
BD_walk,412500.0,410000,415000,412500,4956,4162,536,0.0352,0.0329,0.0218,0.0118,0.0384,0.0368,55.6154513889,0.568452380952,0.97976458228,0.91174076845,0.683354417202
BD_walk,413500.0,411000,416000,413500,4932,4204,555,0.0362,0.0341,0.0217,0.0107,0.0384,0.0366,51.6119791667,0.568452380952,0.97821204754,0.890903473282,0.68822473832
BD_walk,414500.0,412000,417000,414500,4963,4362,544,0.0328,0.0288,0.0212,0.0097,0.0357,0.0325,43.0963541667,0.25,0.988465004506,0.879251837007,0.689747208675
BD_walk,415500.0,413000,418000,415500,4971,4380,533,0.0275,0.0252,0.0204,0.0057,0.0311,0.0293,34.1449652778,0.0,1.0,0.932827414478,0.813462930411
BD_walk,416500.0,414000,419000,416500,4779,3783,426,0.0257,0.0227,0.0214,0.0057,0.0288,0.0266,25.8637152778,0.0,1.0,0.92453532752,0.791851595928
BD_walk,417500.0,415000,420000,417500,4778,3987,426,0.0245,0.0232,0.0272,0.0047,0.0298,0.029,28.0750248016,0.0,1.0,0.899473826663,0.780437105726
BD_walk,418500.0,416000,421000,418500,4804,3893,407,0.0221,0.0209,0.027,0.0056,0.0292,0.0279,26.9500248016,0.0,1.0,0.885238272477,0.732578815638
BD_walk,419500.0,417000,422000,419500,4804,3765,465,0.0289,0.0296,0.0295,0.0064,0.0296,0.0297,31.3180803571,0.0,1.0,0.881180972103,0.73043395266
BD_walk,420500.0,418000,423000,420500,4707,3258,433,0.032,0.0314,0.0318,0.0068,0.031,0.0298,29.2955109127,0.078125,0.994680604047,0.864826869174,0.714902539081
BD_walk,421500.0,419000,424000,421500,4894,3816,492,0.0295,0.0289,0.0294,0.0077,0.0265,0.0256,27.253844246,0.078125,0.994283251287,0.816350097948,0.620283726486
BD_walk,422500.0,420000,425000,422500,4892,3811,513,0.0263,0.0252,0.0251,0.0093,0.0233,0.0217,20.0920138889,0.078125,0.992253399897,0.774725604414,0.512541046601
BD_walk,423500.0,421000,426000,423500,4878,3096,417,0.0266,0.0259,0.0236,0.0087,0.0209,0.0216,15.3107638889,0.078125,0.989846570397,0.761896491837,0.497145690205
BD_walk,424500.0,422000,427000,424500,4830,2584,317,0.0199,0.0173,0.0206,0.0088,0.0197,0.0212,8.16145833333,0.078125,0.981036662453,0.657905892327,0.349707075259
BD_walk,425500.0,423000,428000,425500,4906,2909,380,0.02,0.017,0.0176,0.0099,0.0217,0.0234,10.2083333333,0.0,1.0,0.764728833398,0.412805391744
BD_walk,426500.0,424000,429000,426500,4911,3072,454,0.0257,0.0249,0.0252,0.0079,0.0316,0.0336,13.7350260417,0.141276041667,0.979637796753,0.753909849933,0.514797734552
BD_walk,427500.0,425000,430000,427478,4849,2788,426,0.0316,0.0322,0.0304,0.0065,0.0375,0.0409,13.6412760417,0.141276041667,0.97949929145,0.720009523936,0.602937592769
BD_walk,428500.0,426000,431000,428182,4173,2920,440,0.0326,0.0333,0.0306,0.0069,0.0376,0.0396,16.6412760417,0.141276041667,0.983163938242,0.757608842642,0.647511475717
BD_walk,429500.0,427000,432000,428682,3221,2574,404,0.0351,0.0371,0.0343,0.0071,0.0397,0.0412,14.0162760417,0.141276041667,0.980042306631,0.74630683571,0.675357520647
BD_walk,430500.0,428000,433000,430500,2927,1941,295,0.0401,0.0419,0.0418,0.0061,0.0425,0.0445,10.9954427083,0.287109375,0.94910559723,0.689567882133,0.642584865189
BD_walk,431500.0,429000,434000,431500,2921,1365,201,0.0531,0.0501,NA,0.0051,0.0371,0.037,8.88541666667,0.145833333333,0.96770472895,0.809601350944,0.761127175824
BD_walk,432500.0,430000,435000,432507,2919,899,135,0.0795,0.0584,NA,0.005,NA,NA,13.5104166667,0.145833333333,0.978642257818,0.988967577203,0.956882487298
BD_walk,433500.0,431000,436000,434002,3125,744,115,0.076,0.0656,NA,0.0041,NA,NA,10.5104166667,0.145833333333,0.972629521017,0.988574267263,0.9530651341
BD_walk,434500.0,432000,437000,434502,3708,767,117,0.0758,0.0656,NA,0.004,NA,NA,11.5104166667,0.145833333333,0.974977658624,0.989569160998,0.95701754386
BD_walk,435500.0,433000,438000,435500,3896,1378,192,0.0461,0.0426,NA,0.0034,0.0371,0.0342,18.46875,0.0,1.0,0.994949494949,0.967266775777
BD_walk,436500.0,434000,439000,436500,3520,1497,187,0.0408,0.037,0.0308,0.0038,0.0345,0.0299,18.5520833333,0.0,1.0,1.0,0.970572207084
BD_walk,437500.0,435000,440000,437500,3586,2173,293,0.0359,0.0346,0.0326,0.0028,0.0337,0.0312,17.6302083333,0.0,1.0,0.986018060006,0.951979188638
BD_walk,438500.0,436000,441000,438500,4066,3093,401,0.0323,0.0321,0.0328,0.003,0.0312,0.031,20.5779079861,0.013671875,0.998672090719,0.977719342724,0.93001214181
BD_walk,439500.0,437000,442000,439500,4461,3980,542,0.0323,0.0328,0.0369,0.0035,0.0332,0.0347,23.0362413194,0.013671875,0.998813715706,0.938504390377,0.847435268341
BD_walk,440500.0,438000,443000,440500,4578,4205,634,0.0348,0.0357,0.0432,0.0053,0.0388,0.0401,24.2107204861,0.0266927083333,0.997797396272,0.951669887373,0.714399535505
BD_walk,441500.0,439000,444000,441500,4921,4388,726,0.0362,0.0366,0.048,0.0084,0.0401,0.0447,24.5310329861,2.90690104167,0.788110792983,0.878876572998,0.621133764943
BD_walk,442500.0,440000,445000,442500,4895,4405,697,0.0295,0.0293,0.0435,0.0089,0.0371,0.04,20.1091579861,2.90690104167,0.747402364744,0.837746071187,0.551388248771
BD_walk,443500.0,441000,446000,443500,4896,4407,734,0.0305,0.0314,0.047,0.0093,0.0404,0.0429,22.1101190476,3.29166666667,0.740831868776,0.851181380716,0.555757489306
BD_walk,444500.0,442000,447000,444500,4918,4301,729,0.0294,0.0297,0.0471,0.0083,0.0422,0.0435,27.4067770337,3.29166666667,0.785548303439,0.914990356134,0.649449256791
BD_walk,445500.0,443000,448000,445500,4921,4311,709,0.0274,0.0282,0.0474,0.0067,0.0412,0.0437,28.6990947421,3.34114583333,0.791440652546,0.887444532411,0.719066516198
BD_walk,446500.0,444000,449000,446500,4806,4204,626,0.0224,0.024,0.0451,0.0032,0.0416,0.0414,29.0037822421,0.5546875,0.96246845626,0.939007980484,0.802806507984
